Measurement time:; 19/5/2024 14:18:56
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 200 x 200 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Crossline
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 48,9; 18,3; 102,14; 361518,5; 99,41
0,0; 47,9; 18,3; 102,70; 363483,5; 99,76
0,0; 46,8; 18,3; 102,95; 364358,2; 100,06
0,0; 45,8; 18,3; 102,29; 362052,2; 99,63
0,0; 44,8; 18,3; 102,38; 362356,7; 99,60
0,0; 43,8; 18,3; 103,27; 365490,6; 100,10
0,0; 42,8; 18,3; 102,54; 362934,8; 99,96
0,0; 41,8; 18,3; 102,21; 361746,0; 99,43
0,0; 40,8; 18,3; 103,09; 364850,7; 100,07
0,0; 39,8; 18,3; 103,20; 365255,6; 100,23
0,0; 38,8; 18,3; 102,22; 361786,7; 99,41
0,0; 37,8; 18,3; 102,46; 362625,5; 99,77
0,0; 36,8; 18,3; 103,39; 365943,4; 100,20
0,0; 35,8; 18,3; 102,27; 361956,3; 99,65
0,0; 34,8; 18,3; 103,02; 364632,5; 99,95
0,0; 33,8; 18,3; 102,69; 363456,8; 100,03
0,0; 32,8; 18,3; 102,85; 364011,4; 99,83
0,0; 31,8; 18,3; 102,88; 364125,1; 99,98
0,0; 30,8; 18,3; 103,09; 364880,1; 100,12
0,0; 29,8; 18,3; 102,77; 363724,6; 99,89
0,0; 28,8; 18,3; 102,96; 364414,2; 99,93
0,0; 27,8; 18,3; 103,12; 364987,7; 100,21
0,0; 26,8; 18,3; 102,66; 363355,0; 100,00
0,0; 25,8; 18,3; 102,66; 363344,2; 99,76
0,0; 24,8; 18,3; 102,89; 364154,6; 100,06
0,0; 23,8; 18,3; 102,58; 363072,5; 99,68
0,0; 22,8; 18,3; 102,96; 364410,0; 99,94
0,0; 21,8; 18,3; 103,36; 365832,6; 100,47
0,0; 20,8; 18,3; 102,35; 362236,6; 99,77
0,0; 19,8; 18,3; 102,78; 363784,2; 99,76
0,0; 18,8; 18,3; 101,98; 360954,9; 99,46
0,0; 17,8; 18,3; 103,63; 366776,6; 100,24
0,0; 16,8; 18,3; 103,04; 364678,9; 100,28
0,0; 15,8; 18,3; 102,58; 363049,0; 99,59
0,0; 14,8; 18,3; 102,80; 363827,7; 100,00
0,0; 13,7; 18,3; 102,95; 364370,7; 99,99
0,0; 12,8; 18,3; 102,81; 363879,3; 99,82
0,0; 11,8; 18,3; 102,92; 364274,9; 100,18
0,0; 10,7; 18,3; 103,32; 365667,1; 100,14
0,0; 9,7; 18,3; 102,98; 364473,2; 100,00
0,0; 8,7; 18,3; 103,12; 364960,6; 100,34
0,0; 7,7; 18,3; 102,29; 362046,4; 99,75
0,0; 6,7; 18,3; 102,72; 363559,2; 99,76
0,0; 5,7; 18,3; 103,32; 365697,7; 100,17
0,0; 4,7; 18,3; 102,98; 364483,1; 100,14
0,0; 3,7; 18,3; 102,49; 362745,1; 99,78
0,0; 2,7; 18,3; 102,81; 363869,4; 99,94
0,0; 1,7; 18,3; 102,66; 363359,4; 99,97
0,0; 0,7; 18,3; 103,05; 364730,3; 100,03
0,0; -0,3; 18,3; 103,04; 364699,7; 99,98
0,0; -1,4; 18,3; 102,70; 363495,5; 100,10
0,0; -2,4; 18,3; 103,17; 365155,2; 100,11
0,0; -3,3; 18,3; 102,85; 364014,9; 99,95
0,0; -4,4; 18,3; 102,99; 364502,9; 100,19
0,0; -5,4; 18,3; 102,60; 363126,7; 99,81
0,0; -6,4; 18,3; 102,82; 363927,4; 99,86
0,0; -7,4; 18,3; 103,44; 366105,9; 100,26
0,0; -8,4; 18,3; 102,94; 364324,0; 100,08
0,0; -9,4; 18,3; 103,06; 364774,6; 99,93
0,0; -10,4; 18,3; 103,31; 365656,0; 100,30
0,0; -11,4; 18,3; 102,89; 364178,0; 100,10
0,0; -12,4; 18,3; 102,76; 363696,3; 99,94
0,0; -13,4; 18,3; 102,85; 364028,2; 100,03
0,0; -14,4; 18,3; 102,13; 361473,1; 99,54
0,0; -15,4; 18,3; 103,23; 365378,2; 100,08
0,0; -16,4; 18,3; 102,88; 364132,5; 100,13
0,0; -17,4; 18,3; 102,50; 362766,3; 99,74
0,0; -18,4; 18,3; 103,21; 365309,7; 100,15
0,0; -19,4; 18,3; 102,73; 363611,5; 99,91
0,0; -20,4; 18,3; 102,77; 363723,2; 100,00
0,0; -21,4; 18,3; 103,26; 365478,1; 100,20
0,0; -22,4; 18,3; 102,77; 363734,1; 99,96
0,0; -23,4; 18,3; 103,71; 367059,0; 100,42
0,0; -24,4; 18,3; 103,14; 365038,3; 100,29
0,0; -25,5; 18,3; 103,08; 364840,8; 100,21
0,0; -26,5; 18,3; 103,55; 366488,1; 100,42
0,0; -27,5; 18,3; 103,13; 365020,0; 100,33
0,0; -28,5; 18,3; 102,80; 363827,8; 99,84
0,0; -29,5; 18,3; 102,51; 362824,9; 99,72
0,0; -30,5; 18,3; 103,64; 366798,1; 100,47
0,0; -31,5; 18,3; 103,34; 365763,0; 100,27
0,0; -32,5; 18,3; 102,35; 362237,8; 99,78
0,0; -33,5; 18,3; 103,02; 364605,2; 100,08
0,0; -34,5; 18,3; 103,08; 364840,8; 100,05
0,0; -35,5; 18,3; 102,32; 362127,9; 99,81
0,0; -36,5; 18,3; 103,37; 365845,3; 100,03
0,0; -37,5; 18,3; 103,09; 364885,1; 100,27
0,0; -38,5; 18,3; 102,87; 364099,5; 100,10
0,0; -39,5; 18,3; 103,53; 366418,3; 100,11
0,0; -40,5; 18,3; 102,88; 364138,2; 100,11
0,0; -41,5; 18,3; 103,01; 364580,0; 100,04
0,0; -42,5; 18,3; 102,98; 364495,2; 100,05
0,0; -43,6; 18,3; 102,70; 363471,8; 100,15
0,0; -44,6; 18,3; 102,89; 364152,5; 99,88
0,0; -45,6; 18,3; 102,78; 363782,5; 99,75
0,0; -46,6; 18,3; 102,87; 364094,2; 100,06
0,0; -47,6; 18,3; 102,66; 363335,0; 99,82
0,0; -48,6; 18,3; 102,86; 364053,2; 99,79
0,0; -49,6; 18,3; 103,35; 365798,2; 100,29
0,0; -50,6; 18,3; 102,85; 364008,1; 100,04
0,0; -51,6; 18,3; 103,12; 364969,1; 99,89
0,0; -52,6; 18,3; 102,76; 363688,9; 100,09
0,0; -53,6; 18,3; 102,94; 364345,3; 99,95
0,0; -54,6; 18,3; 102,97; 364457,9; 100,03
0,0; -55,6; 18,3; 103,05; 364726,1; 99,94
0,0; -56,6; 18,3; 103,15; 365078,6; 100,10
0,0; -57,6; 18,3; 101,84; 360437,9; 99,36
0,0; -58,6; 18,3; 103,08; 364825,7; 99,78
0,0; -59,6; 18,3; 103,29; 365568,5; 100,11
0,0; -60,6; 18,3; 102,35; 362236,4; 99,64
0,0; -61,6; 18,3; 102,49; 362746,8; 99,42
0,0; -62,6; 18,3; 103,10; 364911,2; 99,89
0,0; -63,6; 18,3; 103,09; 364851,1; 100,07
0,0; -64,7; 18,3; 102,29; 362050,2; 99,27
0,0; -65,7; 18,3; 102,10; 361362,4; 99,33
0,0; -66,7; 18,3; 102,47; 362686,9; 99,44
0,0; -67,7; 18,3; 103,04; 364688,2; 99,73
0,0; -68,7; 18,3; 102,24; 361858,3; 99,47
0,0; -69,7; 18,3; 101,97; 360915,1; 99,13
0,0; -70,7; 18,3; 102,40; 362437,5; 99,19
0,0; -71,7; 18,3; 101,56; 359444,4; 98,93
0,0; -72,7; 18,3; 102,04; 361166,1; 98,98
0,0; -73,7; 18,3; 102,03; 361110,7; 98,91
0,0; -74,7; 18,3; 101,57; 359502,3; 98,77
0,0; -75,7; 18,3; 100,84; 356901,3; 98,35
0,0; -76,7; 18,3; 101,96; 360873,9; 98,53
0,0; -77,7; 18,3; 101,81; 360353,5; 98,78
0,0; -78,7; 18,3; 100,92; 357184,0; 98,16
0,0; -79,7; 18,3; 101,26; 358388,9; 98,35
0,0; -80,7; 18,3; 100,84; 356902,9; 97,96
0,0; -81,7; 18,3; 100,78; 356690,0; 97,92
0,0; -82,7; 18,3; 100,31; 355041,0; 97,57
0,0; -83,7; 18,3; 100,04; 354084,8; 97,04
0,0; -84,7; 18,3; 100,17; 354524,5; 97,12
0,0; -85,8; 18,3; 99,91; 353618,3; 97,12
0,0; -86,7; 18,3; 99,53; 352285,0; 96,70
0,0; -87,7; 18,3; 98,98; 350332,2; 96,08
0,0; -88,7; 18,3; 98,91; 350058,8; 95,93
0,0; -89,8; 18,3; 98,07; 347118,3; 95,09
0,0; -90,7; 18,3; 96,84; 342740,5; 94,29
0,0; -91,8; 18,3; 96,96; 343169,6; 93,87
0,0; -92,8; 18,3; 95,13; 336709,7; 92,52
0,0; -93,8; 18,3; 94,65; 334990,8; 91,76
0,0; -94,7; 18,3; 93,65; 331471,8; 90,83
0,0; -95,8; 18,3; 91,51; 323875,1; 89,01
0,0; -96,8; 18,3; 90,20; 319249,6; 87,45
0,0; -97,8; 18,3; 87,63; 310135,1; 85,20
0,0; -98,8; 18,3; 85,78; 303587,7; 83,16
0,0; -99,8; 18,3; 83,08; 294050,6; 80,68
0,0; -100,8; 18,3; 79,64; 281860,3; 77,33
0,0; -101,8; 18,3; 76,22; 269766,6; 74,07
0,0; -102,8; 18,3; 72,75; 257491,3; 70,58
0,0; -103,8; 18,3; 68,57; 242689,1; 66,51
0,0; -104,8; 18,3; 64,44; 228077,6; 62,56
0,0; -105,8; 18,3; 59,62; 211012,0; 57,92
0,0; -106,8; 18,3; 54,22; 191908,5; 52,79
0,0; -107,8; 18,3; 50,17; 177559,5; 48,52
0,0; -108,8; 18,3; 44,95; 159091,8; 43,71
0,0; -109,8; 18,3; 40,09; 141885,4; 38,98
0,0; -110,8; 18,3; 35,59; 125961,2; 34,60
0,0; -111,8; 18,3; 31,28; 110692,6; 30,31
0,0; -112,8; 18,3; 27,10; 95910,5; 26,34
0,0; -113,8; 18,3; 23,46; 83046,9; 22,77
0,0; -114,8; 18,3; 20,05; 70953,4; 19,45
0,0; -115,8; 18,3; 17,08; 60460,6; 16,57
0,0; -116,8; 18,3; 14,29; 50588,6; 13,92
0,0; -117,9; 18,3; 11,85; 41936,8; 11,51
0,0; -118,9; 18,3; 9,95; 35199,5; 9,65
0,0; -119,8; 18,3; 8,13; 28779,2; 7,92
0,0; -120,9; 18,3; 6,74; 23841,9; 6,52
0,0; -121,9; 18,3; 5,46; 19311,8; 5,30
0,0; -122,9; 18,3; 4,38; 15516,7; 4,25
0,0; -123,9; 18,3; 3,55; 12570,7; 3,45
0,0; -124,9; 18,3; 2,83; 10011,4; 2,75
0,0; -125,9; 18,3; 2,27; 8037,9; 2,20
0,0; -126,9; 18,3; 1,90; 6725,3; 1,84
0,0; -127,9; 18,3; 1,55; 5497,9; 1,51
0,0; -128,9; 18,3; 1,29; 4567,8; 1,25
0,0; -129,9; 18,3; 1,07; 3777,2; 1,04
0,0; -130,9; 18,3; 0,94; 3310,2; 0,91
0,0; -131,9; 18,3; 0,81; 2860,4; 0,78
0,0; -132,9; 18,3; 0,74; 2607,6; 0,72
0,0; -133,9; 18,3; 0,66; 2326,8; 0,64
0,0; -134,9; 18,3; 0,61; 2146,2; 0,59
0,0; -135,9; 18,3; 0,57; 2004,7; 0,55
0,0; -136,9; 18,3; 0,57; 2003,8; 0,55
0,0; -137,9; 18,3; 0,55; 1957,4; 0,54
0,0; -138,9; 18,3; 0,53; 1872,1; 0,51
0,0; -139,9; 18,3; 0,53; 1862,1; 0,51
