Measurement time:; 13/8/2024 16:21:48
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 60 x 60 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 7,9; 109,93; 346744,8; 92,07
0,0; 0,0; 6,9; 109,50; 345374,5; 91,38
0,0; 0,0; 5,9; 108,77; 343073,3; 90,57
0,0; 0,0; 4,9; 108,36; 341773,3; 89,84
0,0; 0,0; 3,9; 105,29; 332093,3; 88,93
0,0; 0,0; 2,9; 106,54; 336044,0; 87,89
0,0; 0,0; 1,9; 104,88; 330826,7; 86,67
0,0; 0,0; 0,9; 103,99; 328002,6; 85,65
0,0; 0,0; 0,0; 102,90; 324565,7; 85,08


Measurement time:; 13/8/2024 16:24:07
Radiation device:; Synergy Accelerator
Energy:; 15 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 60 x 60 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 90,0; 3,51; 11083,2; 3,68
0,0; 0,0; 89,4; 3,40; 10739,3; 3,40
0,0; 0,0; 88,2; 3,42; 10775,8; 3,40
0,0; 0,0; 87,2; 3,43; 10807,8; 3,40
0,0; 0,0; 86,2; 3,45; 10885,5; 3,41
0,0; 0,0; 85,2; 3,49; 11016,7; 3,44
0,0; 0,0; 84,2; 3,54; 11155,5; 3,47
0,0; 0,0; 83,2; 3,56; 11223,1; 3,48
0,0; 0,0; 82,2; 3,62; 11412,8; 3,52
0,0; 0,0; 81,2; 3,70; 11680,6; 3,59
0,0; 0,0; 80,2; 3,77; 11879,8; 3,65
0,0; 0,0; 79,2; 3,95; 12456,2; 3,81
0,0; 0,0; 78,2; 4,14; 13072,0; 3,99
0,0; 0,0; 77,2; 4,48; 14127,9; 4,30
0,0; 0,0; 76,2; 4,89; 15437,7; 4,67
0,0; 0,0; 75,2; 5,57; 17577,0; 5,31
0,0; 0,0; 74,2; 6,32; 19934,9; 6,01
0,0; 0,0; 73,2; 7,50; 23670,6; 7,11
0,0; 0,0; 72,2; 8,67; 27350,0; 8,20
0,0; 0,0; 71,2; 10,43; 32895,5; 9,83
0,0; 0,0; 70,2; 12,30; 38810,2; 11,55
0,0; 0,0; 69,2; 14,58; 45981,3; 13,66
0,0; 0,0; 68,1; 17,01; 53652,8; 15,88
0,0; 0,0; 67,2; 20,01; 63102,8; 18,63
0,0; 0,0; 66,1; 22,95; 72379,1; 21,31
0,0; 0,0; 65,1; 26,62; 83965,1; 24,68
0,0; 0,0; 64,1; 29,97; 94525,5; 27,70
0,0; 0,0; 63,1; 34,09; 107533,8; 31,39
0,0; 0,0; 62,1; 37,94; 119671,6; 34,89
0,0; 0,0; 61,1; 42,05; 132626,4; 38,52
0,0; 0,0; 60,1; 46,14; 145536,0; 42,18
0,0; 0,0; 59,1; 50,29; 158619,3; 45,87
0,0; 0,0; 58,1; 54,53; 172001,8; 49,58
0,0; 0,0; 57,1; 58,48; 184472,6; 53,13
0,0; 0,0; 56,1; 62,78; 198026,9; 56,87
