Measurement time:; 12/8/2024 14:20:21
Radiation device:; Platform Accelerator
Energy:; 6 MV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 100 x 100 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 148,9; 52,46; 164046,8; 52,12
0,0; 0,0; 147,9; 52,63; 164568,5; 52,33
0,0; 0,0; 146,9; 53,00; 165737,5; 52,62
0,0; 0,0; 145,9; 53,39; 166949,9; 52,98
0,0; 0,0; 144,9; 53,69; 167875,6; 53,28
0,0; 0,0; 143,9; 53,96; 168737,0; 53,55
0,0; 0,0; 142,9; 54,25; 169644,8; 53,85
0,0; 0,0; 141,9; 54,40; 170087,6; 54,02
0,0; 0,0; 140,9; 54,82; 171409,8; 54,45
0,0; 0,0; 139,9; 55,12; 172342,2; 54,67
0,0; 0,0; 138,9; 55,41; 173265,9; 55,02
0,0; 0,0; 137,9; 55,64; 173980,4; 55,25
0,0; 0,0; 136,9; 55,92; 174853,4; 55,51
0,0; 0,0; 135,9; 56,38; 176296,8; 56,06
0,0; 0,0; 134,9; 56,45; 176496,0; 56,09
0,0; 0,0; 133,9; 56,81; 177641,5; 56,39
0,0; 0,0; 132,9; 57,14; 178652,2; 56,76
0,0; 0,0; 131,9; 57,46; 179672,5; 57,09
0,0; 0,0; 130,8; 57,84; 180870,8; 57,48
0,0; 0,0; 129,8; 58,07; 181583,8; 57,62
0,0; 0,0; 128,8; 58,44; 182730,9; 57,96
0,0; 0,0; 127,8; 58,78; 183801,9; 58,39
0,0; 0,0; 126,8; 59,06; 184657,1; 58,64
0,0; 0,0; 125,8; 59,45; 185902,3; 58,95
0,0; 0,0; 124,8; 59,73; 186764,2; 59,29
0,0; 0,0; 123,8; 60,05; 187774,3; 59,60
0,0; 0,0; 122,8; 60,29; 188525,5; 59,83
0,0; 0,0; 121,8; 60,67; 189709,4; 60,22
0,0; 0,0; 120,8; 61,02; 190802,4; 60,63
0,0; 0,0; 119,8; 61,42; 192058,8; 60,88
0,0; 0,0; 118,8; 61,67; 192845,5; 61,19
0,0; 0,0; 117,8; 62,06; 194046,8; 61,62
0,0; 0,0; 116,8; 62,31; 194821,4; 61,86
0,0; 0,0; 115,8; 62,69; 196012,4; 62,14
0,0; 0,0; 114,8; 63,02; 197049,3; 62,54
0,0; 0,0; 113,8; 63,44; 198369,8; 62,95
0,0; 0,0; 112,8; 63,65; 199018,4; 63,23
0,0; 0,0; 111,8; 64,10; 200438,0; 63,55
0,0; 0,0; 110,8; 64,31; 201097,3; 63,81
0,0; 0,0; 109,8; 64,75; 202451,2; 64,20
0,0; 0,0; 108,8; 64,99; 203202,2; 64,52
0,0; 0,0; 107,8; 65,46; 204673,4; 64,91
0,0; 0,0; 106,8; 65,67; 205350,2; 65,18
0,0; 0,0; 105,8; 66,08; 206616,0; 65,49
0,0; 0,0; 104,8; 66,41; 207640,0; 65,75
0,0; 0,0; 103,8; 66,76; 208745,7; 66,20
0,0; 0,0; 102,7; 67,20; 210128,7; 66,60
0,0; 0,0; 101,7; 67,49; 211022,8; 66,85
0,0; 0,0; 100,7; 67,82; 212072,4; 67,20
0,0; 0,0; 99,7; 68,20; 213237,2; 67,60
0,0; 0,0; 98,7; 68,66; 214689,5; 67,95
0,0; 0,0; 97,7; 69,07; 215957,4; 68,31
0,0; 0,0; 96,7; 69,29; 216669,2; 68,60
0,0; 0,0; 95,7; 69,75; 218086,9; 69,04
0,0; 0,0; 94,7; 70,08; 219144,7; 69,34
0,0; 0,0; 93,7; 70,45; 220281,6; 69,75
0,0; 0,0; 92,7; 70,78; 221315,2; 70,14
0,0; 0,0; 91,7; 71,17; 222535,5; 70,49
0,0; 0,0; 90,7; 71,48; 223507,9; 70,71
0,0; 0,0; 89,7; 71,95; 224961,7; 71,21
0,0; 0,0; 88,7; 72,22; 225822,0; 71,55
0,0; 0,0; 87,7; 72,66; 227201,5; 71,90
0,0; 0,0; 86,7; 73,05; 228400,4; 72,34
0,0; 0,0; 85,7; 73,38; 229432,8; 72,66
0,0; 0,0; 84,7; 73,78; 230711,7; 73,11
0,0; 0,0; 83,7; 74,16; 231891,6; 73,54
0,0; 0,0; 82,7; 74,54; 233081,1; 73,77
0,0; 0,0; 81,7; 74,98; 234448,0; 74,23
0,0; 0,0; 80,7; 75,29; 235434,3; 74,60
0,0; 0,0; 79,7; 75,68; 236633,9; 74,94
0,0; 0,0; 78,7; 76,11; 237974,2; 75,23
0,0; 0,0; 77,7; 76,47; 239099,8; 75,73
0,0; 0,0; 76,7; 76,78; 240092,6; 76,01
0,0; 0,0; 75,7; 77,27; 241597,8; 76,45
0,0; 0,0; 74,7; 77,69; 242926,2; 76,94
0,0; 0,0; 73,7; 78,04; 244006,0; 77,24
0,0; 0,0; 72,7; 78,56; 245643,1; 77,74
0,0; 0,0; 71,7; 78,89; 246685,9; 78,03
0,0; 0,0; 70,7; 79,27; 247851,7; 78,36
0,0; 0,0; 69,6; 79,71; 249235,6; 78,75
0,0; 0,0; 68,7; 80,11; 250480,9; 79,20
0,0; 0,0; 67,6; 80,47; 251630,8; 79,56
0,0; 0,0; 66,6; 80,87; 252862,0; 80,00
0,0; 0,0; 65,6; 81,34; 254334,5; 80,44
0,0; 0,0; 64,6; 81,76; 255654,1; 80,85
0,0; 0,0; 63,6; 81,97; 256311,6; 81,14
0,0; 0,0; 62,6; 82,54; 258100,9; 81,62
0,0; 0,0; 61,6; 82,90; 259224,7; 81,94
0,0; 0,0; 60,6; 83,24; 260283,0; 82,40
0,0; 0,0; 59,6; 83,74; 261856,9; 82,79
0,0; 0,0; 58,6; 84,12; 263032,3; 83,21
0,0; 0,0; 57,6; 84,53; 264318,7; 83,54
0,0; 0,0; 56,6; 84,94; 265597,7; 83,98
0,0; 0,0; 55,6; 85,33; 266827,6; 84,39
0,0; 0,0; 54,6; 85,81; 268324,3; 84,82
0,0; 0,0; 53,6; 86,11; 269266,1; 85,13
0,0; 0,0; 52,6; 86,56; 270668,2; 85,54
0,0; 0,0; 51,6; 86,92; 271782,9; 86,06
0,0; 0,0; 50,5; 87,40; 273275,4; 86,41
0,0; 0,0; 49,5; 87,92; 274923,0; 86,99
0,0; 0,0; 48,5; 88,10; 275484,1; 87,19
0,0; 0,0; 47,5; 88,63; 277132,1; 87,69
0,0; 0,0; 46,5; 89,01; 278307,5; 88,01
0,0; 0,0; 45,5; 89,57; 280081,0; 88,51
0,0; 0,0; 44,5; 90,00; 281400,3; 88,98
0,0; 0,0; 43,5; 90,42; 282737,2; 89,30
0,0; 0,0; 42,5; 90,77; 283828,5; 89,73
0,0; 0,0; 41,5; 91,17; 285083,8; 90,20
0,0; 0,0; 40,5; 91,69; 286713,3; 90,61
0,0; 0,0; 39,5; 91,89; 287322,8; 90,80
0,0; 0,0; 38,5; 92,46; 289117,8; 91,41
0,0; 0,0; 37,5; 92,85; 290336,9; 91,93
0,0; 0,0; 36,5; 93,32; 291793,3; 92,35
0,0; 0,0; 35,5; 93,65; 292827,5; 92,62
0,0; 0,0; 34,5; 94,14; 294373,1; 93,00
0,0; 0,0; 33,5; 94,60; 295799,6; 93,58
0,0; 0,0; 32,5; 95,08; 297302,8; 93,95
0,0; 0,0; 31,4; 95,52; 298664,0; 94,42
0,0; 0,0; 30,5; 95,88; 299789,9; 94,76
0,0; 0,0; 29,4; 96,20; 300809,9; 95,03
0,0; 0,0; 28,4; 96,61; 302093,6; 95,69
0,0; 0,0; 27,4; 97,16; 303790,1; 96,02
0,0; 0,0; 26,4; 97,61; 305200,8; 96,47
0,0; 0,0; 25,4; 97,95; 306286,2; 96,87
0,0; 0,0; 24,4; 98,45; 307831,0; 97,34
0,0; 0,0; 23,4; 98,79; 308911,4; 97,62
0,0; 0,0; 22,4; 99,12; 309937,4; 97,92
0,0; 0,0; 21,4; 99,52; 311185,7; 98,39
0,0; 0,0; 20,4; 99,80; 312065,9; 98,66
0,0; 0,0; 19,4; 100,13; 313090,8; 98,99
0,0; 0,0; 18,4; 100,56; 314438,3; 99,25
0,0; 0,0; 17,4; 100,80; 315194,6; 99,56
0,0; 0,0; 16,4; 100,82; 315262,0; 99,65
0,0; 0,0; 15,4; 100,96; 315691,4; 99,89
0,0; 0,0; 14,4; 101,01; 315838,7; 100,00
0,0; 0,0; 13,4; 100,99; 315781,0; 99,66
0,0; 0,0; 12,4; 100,52; 314302,4; 99,31
0,0; 0,0; 11,4; 99,95; 312542,9; 98,88
0,0; 0,0; 10,4; 99,08; 309806,1; 97,89
0,0; 0,0; 9,3; 97,86; 306003,4; 96,82
0,0; 0,0; 8,3; 96,28; 301041,9; 95,12
0,0; 0,0; 7,3; 94,03; 294023,3; 92,91
0,0; 0,0; 6,3; 91,02; 284599,3; 89,97
0,0; 0,0; 5,3; 87,16; 272528,8; 86,14
0,0; 0,0; 4,3; 81,74; 255590,6; 80,73
0,0; 0,0; 3,3; 74,99; 234470,2; 74,02
0,0; 0,0; 2,3; 65,92; 206113,0; 65,10
0,0; 0,0; 1,3; 56,56; 176867,5; 55,84
0,0; 0,0; 0,0; 51,10; 159768,4; 50,52


Measurement time:; 12/8/2024 14:28:04
Radiation device:; Platform Accelerator
Energy:; 6 MV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 200 x 200 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 250,0; 36,35; 113668,4; 34,35
0,0; 0,0; 249,3; 36,12; 112943,7; 34,30
0,0; 0,0; 248,2; 36,35; 113665,4; 34,49
0,0; 0,0; 247,2; 36,56; 114319,7; 34,74
0,0; 0,0; 246,2; 36,70; 114769,2; 34,86
0,0; 0,0; 245,2; 36,89; 115358,5; 35,04
0,0; 0,0; 244,2; 37,07; 115897,0; 35,19
0,0; 0,0; 243,2; 37,29; 116599,7; 35,41
0,0; 0,0; 242,2; 37,49; 117210,1; 35,59
0,0; 0,0; 241,2; 37,67; 117782,7; 35,75
0,0; 0,0; 240,2; 37,84; 118330,9; 35,90
0,0; 0,0; 239,2; 38,08; 119076,4; 36,17
0,0; 0,0; 238,2; 38,19; 119425,8; 36,26
0,0; 0,0; 237,2; 38,44; 120203,8; 36,47
0,0; 0,0; 236,2; 38,62; 120749,6; 36,62
0,0; 0,0; 235,2; 38,79; 121296,9; 36,82
0,0; 0,0; 234,1; 38,98; 121869,4; 36,99
0,0; 0,0; 233,1; 39,22; 122635,2; 37,20
0,0; 0,0; 232,1; 39,40; 123196,1; 37,36
0,0; 0,0; 231,2; 39,61; 123849,9; 37,56
0,0; 0,0; 230,1; 39,76; 124334,3; 37,70
0,0; 0,0; 229,1; 40,02; 125126,2; 37,95
0,0; 0,0; 228,1; 40,15; 125548,8; 38,08
0,0; 0,0; 227,1; 40,44; 126441,8; 38,34
0,0; 0,0; 226,1; 40,56; 126814,6; 38,42
0,0; 0,0; 225,1; 40,81; 127603,2; 38,71
0,0; 0,0; 224,1; 40,96; 128076,7; 38,84
0,0; 0,0; 223,1; 41,15; 128671,0; 39,04
0,0; 0,0; 222,1; 41,42; 129504,6; 39,24
0,0; 0,0; 221,1; 41,52; 129811,3; 39,44
0,0; 0,0; 220,1; 41,84; 130831,3; 39,64
0,0; 0,0; 219,1; 42,10; 131640,7; 39,89
0,0; 0,0; 218,1; 42,23; 132055,5; 40,00
0,0; 0,0; 217,1; 42,44; 132703,1; 40,22
0,0; 0,0; 216,1; 42,61; 133233,9; 40,47
0,0; 0,0; 215,1; 42,78; 133775,0; 40,58
0,0; 0,0; 214,1; 43,09; 134727,3; 40,86
0,0; 0,0; 213,1; 43,28; 135325,8; 41,01
0,0; 0,0; 212,1; 43,49; 135982,8; 41,21
0,0; 0,0; 211,1; 43,70; 136630,2; 41,45
0,0; 0,0; 210,1; 43,92; 137327,5; 41,61
0,0; 0,0; 209,1; 44,10; 137880,6; 41,83
0,0; 0,0; 208,1; 44,32; 138574,7; 41,99
0,0; 0,0; 207,1; 44,59; 139425,0; 42,22
0,0; 0,0; 206,1; 44,77; 140003,1; 42,43
0,0; 0,0; 205,1; 45,04; 140829,2; 42,66
0,0; 0,0; 204,1; 45,23; 141415,1; 42,77
0,0; 0,0; 203,1; 45,47; 142172,6; 43,03
0,0; 0,0; 202,1; 45,67; 142812,0; 43,29
0,0; 0,0; 201,1; 45,92; 143580,2; 43,50
0,0; 0,0; 200,1; 46,12; 144224,9; 43,64
0,0; 0,0; 199,1; 46,42; 145146,2; 43,96
0,0; 0,0; 198,1; 46,65; 145858,8; 44,17
0,0; 0,0; 197,0; 46,80; 146331,6; 44,29
0,0; 0,0; 196,0; 47,09; 147257,1; 44,58
0,0; 0,0; 195,0; 47,26; 147785,3; 44,78
0,0; 0,0; 194,0; 47,55; 148688,7; 44,97
0,0; 0,0; 193,0; 47,78; 149411,8; 45,27
0,0; 0,0; 192,0; 48,02; 150164,7; 45,46
0,0; 0,0; 191,0; 48,20; 150709,0; 45,67
0,0; 0,0; 190,0; 48,46; 151539,9; 45,89
0,0; 0,0; 189,0; 48,74; 152417,6; 46,14
